id,last_scraped,description,neighborhood_overview,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
715532,28/09/2025,,"Our street is a beautiful quiet tree lined street that does not get a lot of car traffic since it is not a through street from major roads.  There are several parks close by- a large one that is great for jogging, soccer, softball, track and smaller ones that with newly renovated playground equipment and water features for hot days.",3673828,25/09/2012,within a day,100%,97%,t,North Cambridge,42.39346,-71.13137,Entire rental unit,Entire home/apt,4,1,1 bath,1,2,"[""Cleaning available during stay"", ""Washer \u2013\u00a0In building"", ""Dryer"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Shared patio or balcony"", ""Keypad"", ""Dishes and silverware"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Coffee maker: drip coffee maker, french press"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Children\u2019s books and toys"", ""Free street parking"", ""Game console"", ""Crib - always at the listing"", ""TV with Netflix, Roku, Amazon Prime Video"", ""Dishwasher"", ""AC - split type ductless system"", ""Smoke alarm"", ""Free parking on premises"", ""Shared backyard \u2013 Not fully fenced"", ""Luggage dropoff allowed"", ""Stainless steel induction stove"", ""Heating""]",$225.00,2,60,,t,412,4.93,4.95,4.95,4.95,4.97,4.88,4.82,C0262370491,f,1,1,0,2.6
742574,28/09/2025,,,1152305,13/09/2011,a few days or more,0%,0%,f,The Port,42.36545,-71.10268,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""High chair"", ""TV"", ""Air conditioning"", ""Hangers"", ""First aid kit"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Paid parking off premises"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Children\u2019s books and toys"", ""Stove"", ""Smoke alarm"", ""Heating""]",$141.00,30,250,,t,134,4.57,4.81,4.31,4.91,4.88,4.82,4.53,,f,2,2,0,0.86
860634,28/09/2025,"Bedroom with double bed, desk, closet, wi-fi, and two windows. Bathroom for guest(s) only. Kitchen has breakfast supplies and storage space for guest(s) but also used by owner and occasionally family members.<br />Minimum of three nights booking reservations.",,4507945,27/12/2012,within a few hours,90%,94%,f,Agassiz,42.38373,-71.11424,Private room in bed and breakfast,Private room,2,1,1 shared bath,1,1,"[""TV"", ""Air conditioning"", ""Hangers"", ""First aid kit"", ""Breakfast"", ""Extra pillows and blankets"", ""Private backyard"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Dishes and silverware"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Refrigerator"", ""Kitchen"", ""Free street parking"", ""Stove"", ""Smoke alarm"", ""Heating""]",$56.00,3,30,,t,576,4.93,4.95,4.92,4.99,4.98,4.93,4.94,,f,1,0,1,3.8
910408,28/09/2025,"- Enjoy the comfort & convenience of my cozy 1 bedroom, on a quiet street in Mid Cambridge. With lots of light, hardwood floors, french doors, a beautiful kitchen & 2 decks. Minutes to Harvard, MIT & public transportation. Minimum stay is 4 weeks. No parking.","Mid- Cambridge is a beautiful neighborhood of Victorian houses and tree lined streets.   Convenient to everything - half way btween Harvard & Central Sqs. Enjoy excellent dining, entertainment, site seeing & seasonal events. Everything you need is near by including grocery stores, library, post office, drug stores, cafes, banks, hubway bikes, Charles River.",4883794,28/01/2013,within a few hours,100%,50%,f,Mid-Cambridge,42.37122,-71.10797,Entire condo,Entire home/apt,2,1,1 bath,1,1,"[""TV with standard cable"", ""Air conditioning"", ""Coffee"", ""Outdoor dining area"", ""Dryer"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Bathtub"", ""Lockbox"", ""Patio or balcony"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""Hot water kettle"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Rice maker"", ""Kitchen"", ""Self check-in"", ""Toaster"", ""Sun loungers"", ""Clothing storage"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Cleaning products"", ""Backyard"", ""Washer"", ""Private entrance"", ""Heating""]",$150.00,30,1124,,t,13,4.75,4.85,4.69,4.85,4.77,5,4.69,,f,1,1,0,0.09
1054635,28/09/2025,"I love being curled up on the couch, with the morning sunlight pouring in, knowing that everything (groceries, gym, spin, yoga, bars, cafes, restaurants, public transport, etc.) is within a two block radius. The street is quiet, but the neighborhood lively; it's the best of both worlds -- true Cambridge.",,3087212,29/07/2012,within a few hours,100%,50%,f,Mid-Cambridge,42.37285,-71.11263,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Air conditioning"", ""Dryer"", ""Hangers"", ""Essentials"", ""Wifi"", ""Oven"", ""Hot water kettle"", ""Wine glasses"", ""Coffee maker"", ""Microwave"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""43 inch HDTV"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Washer"", ""Private entrance"", ""Heating""]",$123.00,91,365,,t,15,4.93,4.93,4.87,4.93,4.93,5,4.53,,f,1,1,0,0.1
1080789,28/09/2025,"4 bedrooms, 2 full baths! Safe, comfortable, bright, happy architecturally designed. fun Cambridge neighborhood. Walk to trains, bus, Harvard/Davis/Porter. Comfortably fits 7 people for family sabbatical or holiday. 4 bedrooms, (2 queens, one full, one single—all very high end comfortable mattresses/organic). Leafy, quiet neighborhood near cool city spots; walk, bike or bus to Harvard!  **Pls note: Must like children; pitter-patter of v sweet  2 & 5 yr-olds running above us for short spurts!","great neighborhood, again deets will be found in other listing",40965,24/09/2009,within a day,100%,77%,t,North Cambridge,42.39426,-71.13258,Entire condo,Entire home/apt,7,2,2 baths,4,3,"[""Pets allowed"", ""TV with standard cable"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Kitchen"", ""Smoke alarm"", ""Lockbox"", ""Carbon monoxide alarm"", ""Self check-in"", ""Patio or balcony"", ""Wifi"", ""Washer"", ""Heating""]",$405.00,10,30,,t,0,,,,,,,,C0169140491,f,3,1,2,
1097262,28/09/2025,"The Room includes a Bed, Desk, closet, remote overhead dimming light, and Air conditioner.<br /><br />The apartment is a 3 bedroom 1 bath on the second and third floor of a 2 family house.<br /><br />When more than one guest is present, the bathroom is cleaned weekly, and the entire house is cleaned every other week.<br /><br />A bike with a helmet and lock is available during your stay. <br /><br />This listing is for one of the 2 rooms in the photos, not both.",,6030020,21/04/2013,within an hour,100%,88%,t,Cambridgeport,42.35734,-71.10973,Private room in serviced apartment,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""Air conditioning"", ""Coffee"", ""Outdoor dining area"", ""Heating"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Shared BBQ grill: gas"", ""Books and reading material"", ""Extra pillows and blankets"", ""Essentials"", ""Laundromat nearby"", ""Dining table"", ""Fire extinguisher"", ""Oven"", ""Body soap"", ""Hot water kettle"", ""Paid parking off premises"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Portable fans"", ""Carbon monoxide alarm"", ""HDTV with Chromecast"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Ethernet connection"", ""Smart lock"", ""Long term stays allowed"", ""Bidet"", ""Safe"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Rice maker"", ""Self check-in"", ""Fast wifi \u2013 119 Mbps"", ""Toaster"", ""Blender"", ""Exterior security cameras on property"", ""Free washer \u2013 In unit"", ""Board games"", ""Exercise equipment"", ""Barbecue utensils"", ""Dishwasher"", ""Room-darkening shades"", ""Shared backyard \u2013 Not fully fenced"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Housekeeping available Thursday"", ""Free dryer \u2013 In unit"", ""Bathtub""]",$151.00,21,1125,,t,54,4.75,4.79,4.75,4.81,4.64,4.69,4.47,,f,5,1,4,0.36
1140201,28/09/2025,"The Room includes a Bed, Desk, closet, remote overhead dimming light and Air conditioner.<br /><br />The apartment is a 3 bedroom 1 bath on the second and third floor of a 2 family house.<br /><br />When more than one guest is present the bathroom is cleaned weekly and the entire house is cleaned every other week.<br /><br />Bike with helmet and lock is available during your stay. <br /><br />This listing is for one of the 2 rooms in the photos not both.",,6030020,21/04/2013,within an hour,100%,88%,t,Cambridgeport,42.35966,-71.10854,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""Cleaning available during stay"", ""Coffee"", ""Outdoor dining area"", ""Heating"", ""Hangers"", ""First aid kit"", ""Shared BBQ grill: gas"", ""Bikes"", ""Books and reading material"", ""Extra pillows and blankets"", ""Essentials"", ""Laundromat nearby"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""Shared patio or balcony"", ""Body soap"", ""Hot water kettle"", ""Fast wifi \u2013 120 Mbps"", ""Paid parking off premises"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shared backyard"", ""Shampoo"", ""Drying rack for clothing"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Ethernet connection"", ""Smart lock"", ""Long term stays allowed"", ""Bidet"", ""Safe"", ""TV with Chromecast"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Rice maker"", ""Self check-in"", ""Toaster"", ""Blender"", ""Exterior security cameras on property"", ""Free washer \u2013 In unit"", ""Board games"", ""Exercise equipment"", ""Barbecue utensils"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Bathtub""]",$100.00,21,730,,t,84,4.73,4.8,4.74,4.85,4.84,4.83,4.54,,f,5,1,4,0.56
1141088,28/09/2025,"First floor apartment located in our 2 family home. Located in vibrant and hip Inman Square. 5 minute walk to the New Union Square Green Line T stop. <br /><br />I live in a separate apartment upstairs with my husband and 2 children.  <br /><br />City of Cambridge Inspected and Licensed as a LEGAL short term rental apartment. <br /><br />Registration No. STR-14611 with the City of Cambridge,MA",What is not to love about Inman Square!! Tons of Restaurants and still maintaining a neighborhood feel. There are 2 WholeFoods Markets within a 10 minute walk.,2530211,02/06/2012,within an hour,100%,99%,t,Wellington-Harrington,42.37324,-71.09635,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Dove body soap"", ""Coffee"", ""Hangers"", ""First aid kit"", ""Books and reading material"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Essentials"", ""Booster seat high chair - available upon request"", ""Electric stove"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""Clothing storage: closet and wardrobe"", ""Hot water kettle"", ""Coffee maker: french press, Keurig coffee machine"", ""Keypad"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dove conditioner"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""60 inch HDTV with premium cable, Chromecast"", ""Self check-in"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Ceiling fan"", ""Toaster"", ""Children\u2019s books and toys"", ""Exterior security cameras on property"", ""Free street parking"", ""Crib - always at the listing"", ""Dishwasher"", ""Room-darkening shades"", ""Central heating"", ""Freezer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Fast wifi \u2013 73 Mbps"", ""Bathtub""]",$204.00,2,180,,t,710,4.81,4.91,4.86,4.95,4.94,4.85,4.77,STR-14611,f,1,1,0,4.71
1154298,28/09/2025,"I DO require all guests are up-to-date with their COVID boosters.<br /><br />Quiet room w/ futon and couch, desk (not a work desk) , and closet.<br /><br />Bus to Harvard Square leaves just around the corner. It's about a 10 to 14 minute ride depending on the time of day, and there is a subway connection there.There is also a subway stop about a 13 minute walk from my place.<br /><br />I have a lot of hosting experience and can provide good tips based on an individual's interests.","This was the working class neighborhood of Cambridge, the area where former speaker of the house, Tip O'Neil, grew up. A lot of condos have gone up in the neighborhood. It's an area that borders Arlington and Somerville, and Belmont and Watertown are also very close.",6325607,10/05/2013,within an hour,100%,49%,t,North Cambridge,42.39892,-71.13527,Private room in rental unit,Private room,2,1,1 shared bath,1,0,"[""Conditioner"", ""Clothing storage: closet"", ""Coffee"", ""Host greets you"", ""Hangers"", ""Essentials"", ""Laundromat nearby"", ""Wifi"", ""Dining table"", ""Shared patio or balcony"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Refrigerator"", ""Kitchen"", ""Ceiling fan"", ""Toaster"", ""Free street parking"", ""Portable heater"", ""Room-darkening shades"", ""Stove"", ""Smoke alarm"", ""Cleaning products"", ""Bathtub""]",$61.00,1,1125,,t,529,4.71,4.82,4.38,4.86,4.91,4.73,4.73,C0244870491,f,1,0,1,3.55
1215512,28/09/2025,"This is a newly-updated well-maintained 2 bedroom condo unit in a classic Cambridgian triple decker house setting. We are located on the first floor (or 'ground floor' in European terms).  There is a separate front entrance to our unit.  The condo is located in Strawberry Hill, the quietest and safest residential neighborhood in Cambridge, 1.5 miles west of Harvard Square. Away from subway metro stops but accessible to the station with four frequent bus lines. Great amenities by foot.","very quiet and family oriented. Free street parking directly in front of the house. Walkable to public library, playgrounds, supermarkets, restaurants and outdoor tennis/golf/running trails. Car rental within 1 mile.",2066283,03/04/2012,within a few hours,86%,100%,f,Strawberry Hill,42.37656,-71.15029,Entire condo,Entire home/apt,3,,1 bath,2,,"[""TV"", ""Air conditioning"", ""Hangers"", ""First aid kit"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Free street parking"", ""Smoke alarm"", ""Free parking on premises"", ""Free dryer \u2013 In unit"", ""Heating""]",,91,720,,t,17,4.94,4.94,4.94,5,4.94,4.94,4.69,,f,1,1,0,0.13
1225831,28/09/2025,"Welcome to our 100-year-old house! Cozy, friendly and full of charm. Very convenient to MGH, MIT & Harvard. Our location is hard to beat: close to both subway and bus with many excellent restaurants in walking distance. Located in Central Square, we are also an easy walk to Kendall and Inman Squares. For runners and walkers, the Charles River paths are 0.5 mile away. This unit features hardwood floors and nine foot ceilings. The private back deck is very popular.","Despite our urban setting, our neighborhood is very quiet, particularly at bedtime. It has always been the kind of neighborhood where women can walk alone safely at night. Generally speaking, this side of the river is dramatically calmer than the Boston side though now bustling with a nice variety of great restaurants.<br /><br />We actively recycle. There is a blue bin in the unit. Or, we can do it for you if you simply keep glass, plastic and metal trash together and separated from trash. We also keep a compost container in the fridge for vegetable trash. We'll empty it into the big bin outside when you leave.",3380576,26/08/2012,within an hour,100%,98%,t,The Port,42.36665,-71.09823,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Private backyard \u2013 Not fully fenced"", ""Conditioner"", ""Samsung oven"", ""Dove body soap"", ""Coffee"", ""Heating"", ""Hangers"", ""First aid kit"", ""Lockbox"", ""Books and reading material"", ""Extra pillows and blankets"", ""Samsung gas stove"", ""Essentials"", ""Laundromat nearby"", ""Window AC unit"", ""Fire extinguisher"", ""Dining table"", ""Private patio or balcony"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Ceiling fan"", ""Toaster"", ""Fast wifi \u2013 365 Mbps"", ""Blender"", ""Exterior security cameras on property"", ""Dishwasher"", ""Free driveway parking on premises \u2013 1 space"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""27 inch HDTV with Amazon Prime Video, Disney+, Fire TV, Hulu, Netflix, DVD player"", ""Private entrance"", ""Bathtub""]",$179.00,3,14,,t,712,4.84,4.91,4.79,4.97,4.97,4.89,4.83,STR-14804,f,1,1,0,4.75
1276962,28/09/2025,"Private, sunny, top floor and a half of owner-occupied 19th century row house. The house is tucked away on a private lane minutes from Central Square and public transportation (subway and bus), restaurants, pubs, and two grocery stores. MIT is a 12-min walk, or one subway stop in one direction, and Harvard is a 20-min walk, or one subway stop, in the other direction. The flat gets lots of sun, and has a fully equipped eat-in kitchen and full bath.  No TV, but good Wifi.",,6122485,27/04/2013,N/A,N/A,0%,f,The Port,42.36802,-71.10027,Entire rental unit,Entire home/apt,2,1,1 bath,1,2,"[""Oven"", ""Hot water"", ""Free street parking"", ""Dishes and silverware"", ""Coffee maker"", ""Refrigerator"", ""Microwave"", ""Stove"", ""Kitchen"", ""Cooking basics"", ""Smoke alarm"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""Heating""]",$175.00,3,60,,t,120,4.92,4.97,4.92,4.99,4.98,4.94,4.76,13895,f,1,1,0,0.97
1404377,28/09/2025,"Cozy private room and  bath in a renovated brownstone in East Cambridge. GREAT LOCATION! Near MIT, MGH, Charles River with easy access to everything Boston and Cambridge have to offer. <br /><br />For our safety and that of our guests, we can only accept requests from fully COVID vaccinated guests.   Please confirm this when booking. Also, please provide us with some information about the purpose of trip and your travel plans. This helps us better meet your needs. Thanks in advance!","LOCATION, LOCATION, LOCATION!<br /><br />If you are going to visit Boston and Cambridge, this is the place to stay. I am located in East Cambridge - near Kendall Square, MIT, Harvard, Massachusetts General Hospital, and Boston - with easy access to everything Boston and Cambridge have to offer. The Museum of Science, the Galeria Mall, and the Charles River are a short 3-5 block walk and there are plenty of shops and restaurants nearby.",7579202,18/07/2013,N/A,N/A,N/A,f,East Cambridge,42.36892,-71.08496,Private room in bed and breakfast,Private room,2,,1 private bath,,,"[""TV with standard cable"", ""Air conditioning"", ""Hangers"", ""First aid kit"", ""Breakfast"", ""Bathtub"", ""Extra pillows and blankets"", ""Essentials"", ""Coffee maker: Keurig coffee machine"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Hot water kettle"", ""Paid parking off premises"", ""Keypad"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Self check-in"", ""Toaster"", ""Piano"", ""Room-darkening shades"", ""Dishwasher"", ""Smoke alarm"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Backyard"", ""Heating""]",,3,14,,t,336,4.92,4.95,4.97,4.97,4.94,4.88,4.84,STR-14761,f,2,0,2,2.27
1406416,28/09/2025,"Large patio suite with private bath in a renovated brownstone in East Cambridge. GREAT LOCATION! Near MIT, MGH, Charles River with easy access to everything Boston and Cambridge have to offer. <br /><br />For our safety and that of our guests, we can only accept requests from fully COVID vaccinated guests.   Please confirm this when booking. Also, please provide us with some information about the purpose of trip and your travel plans. This helps us better meet your needs. Thanks in advance!","If you are going to visit Boston and Cambridge, this is the place to stay. East Cambridge is a safe neighborhood near Kendall Square, MIT, Harvard, Massachusetts General Hospital, and Boston - with easy access to everything Boston and Cambridge have to offer. The Museum of Science, the Galleria Mall, and the Charles River are a short 3-5 block walk and there are plenty of shops and restaurants nearby.",7579202,18/07/2013,N/A,N/A,N/A,f,East Cambridge,42.37121,-71.08116,Private room in bed and breakfast,Private room,2,,1 private bath,,,"[""TV with standard cable"", ""Air conditioning"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Breakfast"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Paid parking off premises"", ""Keypad"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""We reserve a shelf in our frig for guests to place a few items. refrigerator"", ""Self check-in"", ""Dishwasher"", ""Smoke alarm"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Backyard"", ""Private entrance"", ""Heating""]",,3,90,,t,227,4.84,4.85,4.92,4.94,4.9,4.87,4.77,STR-14761,f,2,0,2,1.58
1502981,28/09/2025,"Located in Porter Square Cambridge, you are minutes from most of Cambridge including Harvard, Lesley, and Tufts. Restaurants, stores and subway all within a few blocks of your front door. Or visit downtown Boston just 15 minutes by subway or taxi.","Porter Square is a great neighborhood for all different types of dining. Great options to enjoy a glass of wine or cocktail alone or with a friend. For even greater variety visit Davis Square or Harvard Square within walking distance.<br />Safe neighborhood with convenient transportation, dining and shopping.",8029934,08/08/2013,within an hour,100%,64%,t,Agassiz,42.3868,-71.11801,Private room in condo,Private room,1,,1 shared bath,,,"[""Pets allowed"", ""TV"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""First aid kit"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Free street parking"", ""Dishwasher"", ""Stove"", ""Smoke alarm"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Washer"", ""Heating""]",,6,180,,t,130,4.87,4.96,4.84,4.95,4.95,4.94,4.76,STR-213949,f,2,1,1,0.93
1632003,28/09/2025,COVID IN FORMATION: IN ADDITION TO  STRICT CLEANING PROTOCOLS WE ARE  A FULLY VACCINATED HOUSEHOLD. <br /><br />Our lovely and spacious Victorian home is located on a quiet one way street between Harvard and Inman Squares. A fifteen minute walk will bring you to historic Harvard Square where the subway can transport you to downtown Boston in under 10 minutes.<br /><br />During peak spring and summer stays a minimum of 3 nights is required.,"Proximity to Harvard (0.8 miles) and Inman Squares, great restaurants within walking distance, interesting architecture.",8530114,30/08/2013,within an hour,100%,70%,t,Mid-Cambridge,42.37303,-71.10539,Private room in home,Private room,4,1.5,1.5 baths,2,2,"[""Conditioner"", ""Coffee"", ""Paid parking on premises"", ""Heating"", ""Hangers"", ""Bikes"", ""Books and reading material"", ""Extra pillows and blankets"", ""Essentials"", ""Laundromat nearby"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""Body soap"", ""Hot water kettle"", ""Keypad"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Dedicated workspace"", ""Rice maker"", ""Kitchen"", ""Sound system"", ""EV charger"", ""Toaster"", ""Self check-in"", ""Blender"", ""Free washer \u2013 In unit"", ""Free street parking"", ""Piano"", ""Room-darkening shades"", ""Dishwasher"", ""HDTV with Amazon Prime Video, Hulu, HBO Max, Netflix, standard cable"", ""Freezer"", ""Stove"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Central air conditioning"", ""Free dryer \u2013 In unit"", ""Private entrance"", ""Bathtub""]",$250.00,3,30,,t,110,4.96,4.97,4.94,4.95,4.97,4.95,4.87,,f,1,0,1,0.75
1711476,28/09/2025,"Tastefully decorated apartment on tree-lined street just outside Inman Square in Cambridge. <br />Located conveniently near the Cambridge Public Library, Harvard, MIT and many restaurants/cafes.<br />15 minute walk to Harvard and Central Square (redline).","Just outside Inman Square in a safe and tree-lined neighborhood, we are in walking distance to a number of great restaurants and cafes, independent grocery shops (and two Whole Foods), the beautiful Main Branch of the Cambridge Public Library, two pharmacies, a hospital, parks and playgrounds.",3402394,28/08/2012,within an hour,100%,100%,f,Mid-Cambridge,42.37301,-71.1041,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Host greets you"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Window AC unit"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Exterior security cameras on property"", ""Stove"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Private entrance"", ""Heating""]",$130.00,31,125,,t,74,4.78,4.88,4.92,4.93,4.89,4.86,4.63,,f,2,2,0,0.64
